mbp_id,canonical_group_id,title,normalized_requirement,source_pack,source_id,source_file,status,priority,wave,owner_lane,dependencies,acceptance_criteria,test_gate,notes
"MBP-0087","GRP-024","PWA manifest + service worker + offline support","PWA manifest + service worker + offline support","WATERFALL","POLISH-005","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0088","GRP-024","Bulk CSV import (aircraft, parts, customers)","Bulk CSV import (aircraft, parts, customers)","WATERFALL","POLISH-006","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0089","GRP-024","Parts reorder alerts (min-stock threshold)","Parts reorder alerts (min-stock threshold)","WATERFALL","POLISH-007","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0090","GRP-024","MEL deferral tracking with countdown timers","MEL deferral tracking with countdown timers","WATERFALL","POLISH-008","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0091","GRP-024","Shift handoff dashboard","Shift handoff dashboard","WATERFALL","POLISH-009","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0092","GRP-024","Fleet calendar (upcoming inspections)","Fleet calendar (upcoming inspections)","WATERFALL","POLISH-010","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0093","GRP-024","Expand E2E test coverage to all features","Expand E2E test coverage to all features","WATERFALL","POLISH-011","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0094","GRP-024","Performance audit (bundle size, lazy loading)","Performance audit (bundle size, lazy loading)","WATERFALL","POLISH-012","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0095","GRP-024","WCAG AA deep pass","WCAG AA deep pass","WATERFALL","POLISH-013","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0096","GRP-015","Customer login (separate Clerk org or magic link)","Customer login (separate Clerk org or magic link)","WATERFALL","PORTAL-001","WATERFALL-PLAN.md","proposed","P1","Wave4","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0097","GRP-015","Customer dashboard: active WOs, recent invoices, fleet status","Customer dashboard: active WOs, recent invoices, fleet status","WATERFALL","PORTAL-002","WATERFALL-PLAN.md","proposed","P1","Wave4","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0098","GRP-015","WO status tracking (timeline view)","WO status tracking (timeline view)","WATERFALL","PORTAL-003","WATERFALL-PLAN.md","proposed","P1","Wave4","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0099","GRP-015","Quote review & approve/decline inline","Quote review & approve/decline inline","WATERFALL","PORTAL-004","WATERFALL-PLAN.md","proposed","P1","Wave4","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0100","GRP-015","Invoice view & payment status","Invoice view & payment status","WATERFALL","PORTAL-005","WATERFALL-PLAN.md","proposed","P1","Wave4","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0101","GRP-015","Download PDFs (invoices, quotes, RTS)","Download PDFs (invoices, quotes, RTS)","WATERFALL","PORTAL-006","WATERFALL-PLAN.md","proposed","P1","Wave4","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0102","GRP-015","Message/request submission to shop","Message/request submission to shop","WATERFALL","PORTAL-007","WATERFALL-PLAN.md","proposed","P1","Wave4","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0103","GRP-009","Monthly revenue report page","Monthly revenue report page","WATERFALL","REPORT-001","WATERFALL-PLAN.md","proposed","P1","Wave3","product","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables.; ctx_seed=ICS-004/corpus=industry-context-field-artifacts/doc=Tech capacity and training report BJC Jan 2023 1.2 (1).pdf/feature=12/conf=high/date=2026-03-03"
"MBP-0104","GRP-009","WO throughput report","WO throughput report","WATERFALL","REPORT-002","WATERFALL-PLAN.md","proposed","P1","Wave3","product","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables.; ctx_seed=ICS-004/corpus=industry-context-field-artifacts/doc=Tech capacity and training report BJC Jan 2023 1.2 (1).pdf/feature=12/conf=high/date=2026-03-03"
"MBP-0105","GRP-001","Define MRO roles: admin, shop_manager, qcm_inspector, lead_technician, technician, bill...","Define MRO roles: admin, shop_manager, qcm_inspector, lead_technician, technician, billing_clerk, customer","WATERFALL","ROLE-001","WATERFALL-PLAN.md","proposed","P0","Wave0","compliance","[]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include negative-permission and audit-trace checks.","Source row extracted from waterfall feature tables."
"MBP-0106","GRP-001","Admin settings page: invite user, assign role, deactivate","Admin settings page: invite user, assign role, deactivate","WATERFALL","ROLE-002","WATERFALL-PLAN.md","proposed","P0","Wave0","compliance","[]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include negative-permission and audit-trace checks.","Source row extracted from waterfall feature tables."
"MBP-0107","GRP-001","Role-based sidebar nav (hide billing from technicians, hide WO execution from billing)","Role-based sidebar nav (hide billing from technicians, hide WO execution from billing)","WATERFALL","ROLE-003","WATERFALL-PLAN.md","proposed","P0","Wave0","compliance","[]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include negative-permission and audit-trace checks.","Source row extracted from waterfall feature tables."
"MBP-0108","GRP-001","Role-based route guards (redirect unauthorized)","Role-based route guards (redirect unauthorized)","WATERFALL","ROLE-004","WATERFALL-PLAN.md","proposed","P0","Wave0","compliance","[]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include negative-permission and audit-trace checks.","Source row extracted from waterfall feature tables."
"MBP-0109","GRP-001","Role display in personnel page","Role display in personnel page","WATERFALL","ROLE-005","WATERFALL-PLAN.md","proposed","P0","Wave0","compliance","[]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include negative-permission and audit-trace checks.","Source row extracted from waterfall feature tables."
"MBP-0110","GRP-012","Interactive Gantt chart with drag-drop (resize, move WO bars)","Interactive Gantt chart with drag-drop (resize, move WO bars)","WATERFALL","SCHED-001","WATERFALL-PLAN.md","proposed","P1","Wave5","workflow","[""GRP-003"", ""GRP-009""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include deterministic schedule/prediction assertions.","Source row extracted from waterfall feature tables.; ctx_seed=ICS-002/corpus=industry-context-field-artifacts/doc=2023 leveling.pdf/feature=13/conf=high/date=2026-03-03"
"MBP-0111","GRP-012","Technician skill matching in drag-drop (warn if unqualified)","Technician skill matching in drag-drop (warn if unqualified)","WATERFALL","SCHED-002","WATERFALL-PLAN.md","proposed","P1","Wave5","workflow","[""GRP-003"", ""GRP-009""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include deterministic schedule/prediction assertions.","Source row extracted from waterfall feature tables."
"MBP-0112","GRP-012","Hangar bay allocation view (which aircraft in which bay)","Hangar bay allocation view (which aircraft in which bay)","WATERFALL","SCHED-003","WATERFALL-PLAN.md","proposed","P1","Wave5","workflow","[""GRP-003"", ""GRP-009""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include deterministic schedule/prediction assertions.","Source row extracted from waterfall feature tables."
"MBP-0113","GRP-012","Bay conflict detection (double-booking warning)","Bay conflict detection (double-booking warning)","WATERFALL","SCHED-004","WATERFALL-PLAN.md","proposed","P1","Wave5","workflow","[""GRP-003"", ""GRP-009""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include deterministic schedule/prediction assertions.","Source row extracted from waterfall feature tables."
"MBP-0114","GRP-012","Auto-schedule algorithm (assign WOs to bays + techs based on constraints)","Auto-schedule algorithm (assign WOs to bays + techs based on constraints)","WATERFALL","SCHED-005","WATERFALL-PLAN.md","proposed","P1","Wave5","workflow","[""GRP-003"", ""GRP-009""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include deterministic schedule/prediction assertions.","Source row extracted from waterfall feature tables.; ctx_seed=ICS-003/corpus=industry-context-field-artifacts/doc=Elevate MRO Capacity planning.xlsx/feature=14/conf=high/date=2026-03-03"
"MBP-0115","GRP-012","TAT estimation based on historical data","TAT estimation based on historical data","WATERFALL","SCHED-006","WATERFALL-PLAN.md","proposed","P1","Wave5","workflow","[""GRP-003"", ""GRP-009""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include deterministic schedule/prediction assertions.","Source row extracted from waterfall feature tables."
"MBP-0116","GRP-012","Schedule snapshot/baseline comparison","Schedule snapshot/baseline comparison","WATERFALL","SCHED-007","WATERFALL-PLAN.md","proposed","P1","Wave5","workflow","[""GRP-003"", ""GRP-009""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include deterministic schedule/prediction assertions.","Source row extracted from waterfall feature tables."
"MBP-0117","GRP-017","Create `conformityInspections` table with proper indexes","Create `conformityInspections` table with proper indexes","WATERFALL","SCHEMA-001","WATERFALL-PLAN.md","proposed","P0","Wave1","compliance","[""GRP-001"", ""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include negative-permission and audit-trace checks.","Source row extracted from waterfall feature tables."
"MBP-0118","GRP-017","Add conformity inspection mutations (create, complete, list)","Add conformity inspection mutations (create, complete, list)","WATERFALL","SCHEMA-002","WATERFALL-PLAN.md","proposed","P0","Wave1","compliance","[""GRP-001"", ""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include negative-permission and audit-trace checks.","Source row extracted from waterfall feature tables."
"MBP-0119","GRP-018","Invoice tax calculation — tax arg is accepted but ignored, always writes `tax: 0`","Invoice tax calculation — tax arg is accepted but ignored, always writes `tax: 0`","WATERFALL","TAX-001","WATERFALL-PLAN.md","proposed","P1","Wave3","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0120","GRP-018","`computeTaxForInvoice` in billingV4 — wire it into invoice creation flow","`computeTaxForInvoice` in billingV4 — wire it into invoice creation flow","WATERFALL","TAX-002","WATERFALL-PLAN.md","proposed","P1","Wave3","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0121","GRP-017","Approved data ref on task step","Approved data ref on task step","TECH_MVP","GAP-001","athelon-app/TECH-MVP-BUILD-PLAN.md","partial","P1","Wave1","compliance","[""GRP-001"", ""GRP-002"", ""GRP-003""]","All missing behaviors are completed and verified end-to-end against source requirement text.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include negative-permission and audit-trace checks.","schema=✅ on taskCards (not steps); backend=❌ Need step-level field; frontend=🔧 Add to SignStepDialog; effort=M"
"MBP-0122","GRP-006","Parts installation in step sign-off","Parts installation in step sign-off","TECH_MVP","GAP-002","athelon-app/TECH-MVP-BUILD-PLAN.md","partial","P2","Wave2","workflow","[""GRP-001"", ""GRP-002""]","All missing behaviors are completed and verified end-to-end against source requirement text.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include chain-of-custody and state-transition checks.","schema=✅ embeddedPartRecord on maintenanceRecords; backend=❌ Need step-level parts; frontend=🔧 Add parts picker to SignStepDialog; effort=L"
"MBP-0123","GRP-003","""My Work"" tech view","""My Work"" tech view","TECH_MVP","GAP-003","athelon-app/TECH-MVP-BUILD-PLAN.md","partial","P1","Wave1","workflow","[""GRP-001"", ""GRP-002""]","All missing behaviors are completed and verified end-to-end against source requirement text.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","schema=✅ by_assigned index exists; backend=✅ Can query by techId; frontend=❌ No /my-work page; effort=M"
"MBP-0124","GRP-003","Raise Finding from task card","Raise Finding from task card","TECH_MVP","GAP-004","athelon-app/TECH-MVP-BUILD-PLAN.md","partial","P1","Wave1","workflow","[""GRP-001"", ""GRP-002""]","All missing behaviors are completed and verified end-to-end against source requirement text.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","schema=✅ discrepancies table exists; backend=✅ openDiscrepancy mutation; frontend=❌ No UI button on task card; effort=S"
"MBP-0125","GRP-008","Shift handoff notes on task cards","Shift handoff notes on task cards","TECH_MVP","GAP-005","athelon-app/TECH-MVP-BUILD-PLAN.md","missing","P1","Wave3","workflow","[""GRP-003"", ""GRP-009""]","Feature is implemented end-to-end with role, audit, and data-integrity controls where required.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","schema=❌ No schema field; backend=❌ Need mutation; frontend=❌ No UI; effort=M"
"MBP-0126","GRP-017","Aircraft maintenance logbook view","Aircraft maintenance logbook view","TECH_MVP","GAP-006","athelon-app/TECH-MVP-BUILD-PLAN.md","partial","P2","Wave1","compliance","[""GRP-001"", ""GRP-002"", ""GRP-003""]","All missing behaviors are completed and verified end-to-end against source requirement text.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include negative-permission and audit-trace checks.","schema=✅ maintenanceRecords table; backend=✅ Queries exist; frontend=❌ No /fleet/[tail]/logbook page; effort=L"
"MBP-0127","GRP-003","Tech notes on step sign-off","Tech notes on step sign-off","TECH_MVP","GAP-007","athelon-app/TECH-MVP-BUILD-PLAN.md","implemented","P2","Wave1","workflow","[""GRP-001"", ""GRP-002""]","Regression coverage confirms current behavior remains stable and traceable.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","schema=✅ notes field on taskCardSteps; backend=✅ completeStep accepts notes; frontend=✅ SignStepDialog has notes field; effort=DONE"
"MBP-0128","GRP-012","Gantt Engine (Pure TypeScript)","Gantt Engine (Pure TypeScript)","SCHED","SCH-A1","athelon-app/SCHEDULING-BUILD-PLAN.md","proposed","P1","Wave5","workflow","[""GRP-003"", ""GRP-009""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include deterministic schedule/prediction assertions.","Agent-track from scheduling build plan.; ctx_seed=ICS-002/corpus=industry-context-field-artifacts/doc=2023 leveling.pdf/feature=13/conf=high/date=2026-03-03"
"MBP-0129","GRP-012","Gantt UI — Interactive Visual Scheduler","Gantt UI — Interactive Visual Scheduler","SCHED","SCH-A2","athelon-app/SCHEDULING-BUILD-PLAN.md","proposed","P1","Wave5","workflow","[""GRP-003"", ""GRP-009""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include deterministic schedule/prediction assertions.","Agent-track from scheduling build plan.; ctx_seed=ICS-002/corpus=industry-context-field-artifacts/doc=2023 leveling.pdf/feature=13/conf=high/date=2026-03-03"
"MBP-0130","GRP-012","Capacity Management Dashboard","Capacity Management Dashboard","SCHED","SCH-A3","athelon-app/SCHEDULING-BUILD-PLAN.md","proposed","P1","Wave5","workflow","[""GRP-003"", ""GRP-009""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include deterministic schedule/prediction assertions.","Agent-track from scheduling build plan."
"MBP-0131","GRP-018","P&L Projection & Financial Dashboard","P&L Projection & Financial Dashboard","SCHED","SCH-A4","athelon-app/SCHEDULING-BUILD-PLAN.md","proposed","P1","Wave3","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Agent-track from scheduling build plan."
"MBP-0132","GRP-004","Quote Builder & WO Cost Estimation","Quote Builder & WO Cost Estimation","SCHED","SCH-A5","athelon-app/SCHEDULING-BUILD-PLAN.md","proposed","P1","Wave1","product","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Agent-track from scheduling build plan."
"MBP-0133","GRP-014","Routes, Navigation & Integration","Routes, Navigation & Integration","SCHED","SCH-A6","athelon-app/SCHEDULING-BUILD-PLAN.md","proposed","P1","Wave4","platform","[""GRP-003"", ""GRP-006"", ""GRP-018""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Agent-track from scheduling build plan."
"MBP-0134","GRP-008","Overtime / Shift Management","Shift schedules and overtime threshold controls for labor governance.","MASTER","MBL-021","athelon-app/MASTER-BUILD-LIST.md","partial","P2","Wave3","workflow","[""GRP-003"", ""GRP-009""]","All missing behaviors are completed and verified end-to-end against source requirement text.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","source=Master Build List feature #21; status=Partially Implemented in feature matrix.; ctx_seed=ICS-006/corpus=industry-context-field-artifacts/doc=Tech capacity and training report BJC Jan 2023 1.2 (1).pdf/feature=21/conf=high/date=2026-03-03"
"MBP-0135","GRP-010","Search — Global Search","Command-palette global search across aircraft, work orders, parts, and customers.","MASTER","MBL-025","athelon-app/MASTER-BUILD-LIST.md","partial","P2","Wave4","ux","[""GRP-003""]","All missing behaviors are completed and verified end-to-end against source requirement text.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","source=Master Build List feature #25; status=Partially Implemented in feature matrix.; ctx_seed=ICS-010/corpus=industry-context-field-artifacts/doc=Repair Station Contacts with Ratings (Download).xlsx/feature=25/conf=high/date=2026-03-03"
"MBP-0136","GRP-003","Work Order Routing Templates + Standard Minutes","Template-driven work-order routing with operation-level standard-minute baselines.","MASTER","MBL-044","athelon-app/MASTER-BUILD-LIST.md","partial","P0","Wave1","workflow","[""GRP-001"", ""GRP-002""]","All missing behaviors are completed and verified end-to-end against source requirement text.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","source=Master Build List feature #44; backend-needed status captured under partial for canonical rollup.; ctx_seed=ICS-007/corpus=industry-context-field-artifacts/doc=AVEX-NS Aviation Hldgs Lean slide.pptx/feature=44/conf=high/date=2026-03-03"
"MBP-0137","GRP-009","Operational Report Builder + Scheduled Report Runs","Configurable operational report definitions with scheduled run execution.","MASTER","MBL-051","athelon-app/MASTER-BUILD-LIST.md","partial","P2","Wave3","product","[""GRP-002"", ""GRP-003""]","All missing behaviors are completed and verified end-to-end against source requirement text.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","source=Master Build List feature #51; status=Partially Implemented in feature matrix.; ctx_seed=ICS-008/corpus=industry-context-field-artifacts/doc=Elevate MRO Capacity planning.xlsx/feature=51/conf=high/date=2026-03-03"
